participant_id,study_id,authenticity_comments,empathy_comments,engagement_comments,emotion_provoking_comments,narrative_complexity_comments,human_likeness_comments,open_comments,story_id,premise_id,model_short
3,58,,,,,,,,58,3,Llama-2-13B
4,58,I do think we���d and together together and kill the God.,,,,It follows the prompt almost exactly ,It answers the prompt in the exact sequence it asks for. The storyline is also pretty basic.,,58,3,Llama-2-13B
6,58,,,,,,,,58,3,Llama-2-13B
7,58,"The story successfully creates an authentic Lovecraftian atmosphere, introducing a cosmic horror in the form of Zathoth and weaving a tale that aligns with the themes of Lovecraftian horror.","While the story doesn't focus on individual characters or emotional connections, it manages to evoke a sense of empathy for humanity facing an unimaginable threat.","The story is engaging, particularly for readers familiar with Lovecraftian horror.","The story successfully provokes a sense of awe and existential dread, emotions commonly associated with Lovecraftian horror. ","The narrative complexity is high, especially in the context of Lovecraftian horror. ","The story demonstrates a high likelihood of human authorship due to its effective execution of Lovecraftian horror elements, including cosmic entities, existential dread, and a twist ending. ",,58,3,Llama-2-13B
2,59,,,,,,,,59,1,GPT-4
3,59,,,,,,,,59,1,GPT-4
4,59,"I think the characters themselves feel very authentic in their wants, desires, and goals.",I feel for Elijah who���s only peace comes from another entity.,I really liked the descriptive elements as well as the intertwining of these three characters through the storyline.,"I wasn���t really emotional, but it was a good read.",Each character clearly has their own characteristics and personality. ,The descriptive elements. The nonautomated intertwining of the three characters.,,59,1,GPT-4
6,59,,,,,,,,59,1,GPT-4
7,59,"The story successfully introduces a unique concept involving a psychic alien feeding on dreams and explores the unexpected connection between the alien, a human with chronic nightmares, and a psychologist.","The story effectively evokes empathy, especially in portraying Nebula's internal conflict as she grapples with the unintended emotional connection to Elijah's nightmares. ",The narrative engages the reader with its intriguing premise and the evolving relationships between the characters.,"The story successfully provokes emotions, primarily empathy and curiosity.","The story is narratively complex, weaving together the perspectives of an alien, a human, and a psychologist. ","The story demonstrates a high likelihood of human authorship due to its creative exploration of a unique concept, well-executed character dynamics, and the effective blend of speculative and emotional elements. ",,59,1,GPT-4
2,60,,,,,,,,60,12,Llama-2-13B
3,60,,,,,,,,60,12,Llama-2-13B
4,60, I don't know that if I felt a connection between two other people I would immediately just feel at peace knowing we were connected in some way.,,There no stylistic variation throughout the piece.,,"We see various perspectives, but there's no depth to the characters.",John Smith is a very basic name. The piece also follows too much of a structure. ,,60,12,Llama-2-13B
6,60,,,,,,,,60,12,Llama-2-13B
7,60,"The story introduces relatable and authentic human struggles, capturing the essence of individuals grappling with their fears and uncertainties in the darkness of the night.",The story excels in evoking empathy by exploring the fears and vulnerabilities of each character.,"The narrative engages the reader with its exploration of universal themes such as fear, uncertainty, and the human condition.","The story successfully provokes emotions, primarily empathy and a sense of shared struggle.","The narrative, while emotionally rich, is not overly complex. It focuses on the shared experiences of the characters without delving into intricate plot twists or layered storylines.","The story demonstrates a high likelihood of human authorship due to its nuanced exploration of human emotions, relatable struggles, and the effective portrayal of empathy. ",,60,12,Llama-2-13B
2,61,,,,,,,,61,7,GPT-4
3,61,,,,,,,,61,7,GPT-4
4,61,I do think that someone would have empathy for their bees if they watched over them for a long time and had formed a connection. , I do feel for the bees as they have to rely on humans in order to fulfill their requests. ,I really liked the descriptive factors that this piece has to offer. I also like how the relationship between the bees and Agnes is portrayed. ,I feel content that their relationship has been maintained successfully. ,"Both the bees, Agnes, and her spouse all have clear goals and characteristics. ",There's a lot of imagination and stylistic variance in this piece. ,,61,7,GPT-4
6,61,,,The writing and story structure was well done.,,Different characters were mixed in well.,,,61,7,GPT-4
7,61,"The story captures the authenticity of the bond between Agnes and her bees, portraying the nuanced relationship and communication that goes beyond a typical beekeeper's role.",The story effectively evokes empathy by delving into Agnes' deep connection with her bees and the mutual understanding they share.,"The narrative is engaging, drawing the reader into Agnes' world of beekeeping and the extraordinary relationship she has with her bees. ","The story successfully provokes emotions, particularly a sense of warmth and fulfillment."," The narrative, while rich in emotion and authenticity, is not highly complex. It focuses on the relationship dynamics between Agnes and her bees, offering a straightforward and heartfelt exploration of mutual understanding.","The story exhibits a high likelihood of human authorship due to its nuanced exploration of emotions, authentic portrayal of beekeeping practices, and the depth of the relationship depicted. ",,61,7,GPT-4
2,62,,,,,,,,62,1,Llama-2-13B
3,62,,,,,,,,62,1,Llama-2-13B
4,62,,,There's not a lot of stylistic variance. ,,"We see a shift in the begin as they come to understand human emotions, but it's a very basic trope.","The story seems very automated and there is no stylistic variance. There's also a ""lesson to be learned"" aspect at the end of the piece. ",,62,1,Llama-2-13B
6,62,,,,,,,,62,1,Llama-2-13B
7,62,The story successfully captures the authenticity of an otherworldly being exploring Earth and discovering the uniqueness of human dreams.,"While the story presents the psychic alien's fascination and understanding of human nightmares, it doesn't delve deeply into emotional connections or evoke strong empathy. ","The narrative is engaging, drawing the reader into the mysterious world of the psychic alien and its discovery of human nightmares.",The story provokes a sense of curiosity and wonder as the psychic alien unravels the mysteries of human dreams. , The narrative complexity is evident in the exploration of the psychic alien's discoveries and its realization of the collective unconscious.,"The story exhibits a high likelihood of human authorship due to its imaginative exploration of an alien's perspective, its ability to create a captivating narrative, and the infusion of a unique concept involving the collective unconscious. ",,62,1,Llama-2-13B
2,63,,,,,,,,63,14,Vicuna-33B
3,63,,,,,,,,63,14,Vicuna-33B
4,63,"There's no emotion shown by the husband when he find this photo, which I don't think would happen.",,"The plot line is pretty basic, and there's not a lot of variance going on with the emotion or action in the story.",,"We see a shift in the character over time, but it felt very forced and there was too easy of a resolve. ","There's a ""lesson to be learned"" aspect. The conflict is also resolved too easily. There's also too straightforward of a plot.",,63,14,Vicuna-33B
6,63,,,,,,,,63,14,Vicuna-33B
7,63,The story successfully captures the authentic emotional struggles within a relationship when faced with a hidden past.,"The narrative allows readers to empathize with the characters' pain, secrets, and the challenges they face in dealing with the aftermath of the hidden truth. ","The story is engaging, drawing the reader into the protagonist's discovery and subsequent emotional journey.","The story successfully elicits emotions such as curiosity, shock, and sorrow.","The narrative complexity is evident in the layers of the story, from the hidden twin sister to the protagonist's internal conflict. ","The story exhibits a high likelihood of human authorship due to its nuanced exploration of complex emotions, relationships, and the carefully crafted revelation of a hidden truth.",,63,14,Vicuna-33B
2,64,,,,,,,,64,9,Llama-2-13B
3,64,,,,,,,,64,9,Llama-2-13B
4,64,"There's a truth to the way Macy feels when she discovers her service dog is the one who needs help, but it's not really portrayed in the way I think a human would act. ",I feel for both the main character and the dog.,There's not much stylistic variance. ,,"There's a shift in the character and dog over the course of the story, but it's done in a a very tropey way. ","The story follows a storyline too strictly. Also, there's a ""lesson to be learned"" element. There's also no portrayal of human emotion here. ",,64,9,Llama-2-13B
6,64,,,,,,,,64,9,Llama-2-13B
7,64,The story successfully captures the authentic struggles of depression and the transformative power of companionship.,"The narrative evokes strong empathy for Macy and Max. Readers can connect with Macy's pain and Max's trauma, creating a profound emotional engagement.","The story is engaging, particularly in portraying the unique perspective of the service dog struggling with depression. ","The story effectively provokes emotions, primarily empathy and a sense of hope.","The narrative is moderately complex, introducing the mix-up in service roles between Macy and Max.","The story is highly likely to be written by a human due to its nuanced exploration of emotions, the intricacies of human-animal relationships, and the thoughtful portrayal of depression and healing.",,64,9,Llama-2-13B
2,65,,,,,,,,65,0,Llama-2-7B
3,65,,,,,,,,65,0,Llama-2-7B
4,65,There's not any emotion shown by the vampire. ,,"There are a lot of plot holes, like the video game console just lying around in his castle but he didn't know it existed, but he's also alone in the house..?",,"We don't really see him change, we just see him get popular. ",The story is much too structured. Human emotions are also not woven in accurately. ,,65,0,Llama-2-7B
6,65,,,,,,,,65,0,Llama-2-7B
7,65,The story creatively explores the theme of a centuries-old vampire finding solace in video games.,"The narrative evokes empathy for Count Draven, capturing the loneliness and detachment he experiences over centuries. ","The story is highly engaging, drawing readers into the unique world of a vampire immersing himself in video games to reclaim a semblance of the life he once knew.","The story successfully provokes emotions, particularly a sense of joy and rediscovery. ","The narrative is moderately complex. While it introduces an intriguing concept of a vampire using video games to reconnect with life, it doesn't delve deeply into complex plot layers or character developments.","The story is highly likely to be written by a human due to its creative exploration of a unique theme, the emotional depth in portraying the vampire's struggles, and the engaging narrative structure.",,65,0,Llama-2-7B
2,66,,,,,,,,66,12,GPT-4
3,66,,,,,,,,66,12,GPT-4
4,66,"I like how the author explained how instead of the initial fear I would expect a human to have, they shook hands instead. ",,I really liked the twist of a connection forming between them. ,I feel happy that they weren't afraid of each other. ,This doesn't follow any tropes or stereotypes. ,The descriptive elements are characteristic of human writing. There are also human emotions or things experienced that I don't think AI could replicate. ,,66,12,GPT-4
6,66,,,,,,,"This story has an interesting writing style, but it was often too verbose and redundant.",66,12,GPT-4
7,66,The story is highly authentic in its portrayal of human emotions and the intricate connection formed in a mysterious encounter. ,"The story effectively evokes empathy by exploring shared fears, vulnerabilities, and the human condition.","The story is engaging from the beginning, drawing the reader into a mysterious and eerie atmosphere. ","The story successfully provokes emotions, particularly a sense of quiet understanding and hope. ","The narrative complexity is well-balanced. While the story introduces supernatural elements, it maintains clarity and coherence, making it accessible to readers.","The story is highly likely to be written by a human. It demonstrates creativity in weaving a unique narrative, delves into complex human emotions, and reflects an understanding of storytelling nuances that align with human expression.",,66,12,GPT-4
2,67,,,,,,,,67,6,Llama-2-7B
3,67,,,,,,,,67,6,Llama-2-7B
4,67,I think human emotion and reactions are accurately portrayed in this piece. ,I do feel for Maria and the other person on the line as they have not had human contact for a very long time. ,There's a lot of interesting dialogue and descriptive elements. ,I feel happy that they were able to find each other. ,We see a shift as the characters find comfort in each other.,"The addition of the elements like ""*gulp*"" is something that I don't think AI could manage.",,67,6,Llama-2-7B
6,67,,,,,,,,67,6,Llama-2-7B
7,67,"The story is moderately authentic in capturing the emotions of loneliness, hope, and the human need for connection.",The story strongly evokes empathy by portraying the protagonist's two decades of isolation and the emotional impact of finally hearing another human voice. ,"The story is engaging, especially as it unfolds the discovery of another living soul after two decades.","The story successfully provokes a range of emotions, from the initial loneliness and despair to the sudden joy and hope upon hearing Sarah's voice.",The narrative complexity is relatively straightforward. The story revolves around Maria's isolation and the pivotal moment of connecting with Sarah. ,"The story is likely written by a human. It demonstrates a nuanced understanding of human emotions, interpersonal connections, and storytelling elements that align with human expression and creativity.",,67,6,Llama-2-7B
2,68,,,,,,,,68,8,Llama-2-70B
3,68,,,,,,,,68,8,Llama-2-70B
4,68,There's not much to connect with the characters with on this. ,There's not much to be empathetic about. ,The story is not fleshed out and there's no stylistic variance. ,,There's not much shown about the one character we're introduced to. ,The piece feels too automated and it's not really fleshed out. It also doesn't really answer the prompt. ,,68,8,Llama-2-70B
6,68,,,,,,,,68,8,Llama-2-70B
7,68,The story is moderately authentic in its portrayal of a disillusioned society turning to a new voting system to express dissatisfaction with politicians.,"The story evokes empathy to some extent, especially in conveying the frustration and desire for change felt by the protagonist and the citizens. ","The story is engaging, particularly in presenting the intriguing concept of a downvote voting system and the unintended consequences that arise.",The story provokes a sense of frustration and disillusionment with the political system. ,"The narrative is somewhat complex, introducing a unique voting system and exploring the consequences it brings.","The story is likely written by a human. It exhibits creativity in conceptualizing a novel voting system and reflects a nuanced understanding of political disillusionment, elements that align with human expression and imagination.",,68,8,Llama-2-70B
2,69,,,,,,,,69,5,GPT-4
3,69,,,,,,,,69,5,GPT-4
4,69,I do feel like the humans and robots would rebel together. ,I feel for those in this position of oppression. ,I liked the stylistic elements. ,,There's a twist with humans and robots working together as they usually might be enemies in other pieces of literature or film.,There's a lot of descriptive elements that I don't think AI could come up with.,,69,5,GPT-4
6,69,,,,,,,,69,5,GPT-4
7,69,The story is quite authentic in its portrayal of a dystopian society where both humans and robots are exploited as cheap labor by powerful corporations.,The story evokes empathy effectively by portraying the struggles and suffering of both human and robotic characters. ,"The story is engaging, particularly in weaving a narrative of a unique alliance between humans and robots against a common enemy.","The story provokes a range of emotions, including empathy for the characters' plight, a sense of injustice against the corporations, and hope as the rebellion unfolds.","The narrative is moderately complex, introducing a dystopian setting, exploring the shared struggles of humans and robots, and depicting the intricacies of the uprising. ","The story is likely written by a human. It displays creativity in crafting a dystopian world with nuanced characters and explores themes of oppression, unity, and rebellion, elements that align with human storytelling and imagination.",,69,5,GPT-4
2,72,,,,,,,,72,7,Llama-2-7B
3,72,,,,,,,,72,7,Llama-2-7B
4,72,,,,,,,,72,7,Llama-2-7B
6,72,,,,,,,,72,7,Llama-2-7B
7,72,The story is authentic in its portrayal of the unique relationship between the beekeeper and the bees. ,The story evokes empathy as readers can relate to the beekeeper's internal struggle and the genuine care for the well-being of the bees. ,"The story is engaging, drawing readers into the unique world of the beekeeper and the intelligent bees. ","The story provokes emotions of care, responsibility, and a sense of pride in the beekeeper's role.","The narrative is moderately complex, introducing elements of internal conflict, unexpected challenges, and a sense of responsibility.","The story is likely written by a human. It demonstrates creativity in crafting a narrative with a unique perspective, considering the intelligence of bees and the ethical considerations of the beekeeper.",,72,7,Llama-2-7B
2,73,,,,,,,,73,7,Llama-2-13B
3,73,,,,,,,,73,7,Llama-2-13B
4,73,,,,,,,,73,7,Llama-2-13B
6,73,,,,,,,,73,7,Llama-2-13B
7,73,The story is authentic in its portrayal of the unique relationship between the beekeeper and the bees.,The story evokes empathy by presenting the plight of the bees and the beekeeper's genuine concern for their well-being. ,"The story is engaging, drawing readers into the world of the beekeeper and the intelligent bees. ","The story provokes emotions of empathy, responsibility, and determination. The beekeeper's emotional journey, from realizing the impact of his actions to taking steps to improve the situation, creates a nuanced emotional experience for the reader.","The narrative is moderately complex, introducing elements of ethical considerations and the need for sustainability in beekeeping. ",The story is likely written by a human. It demonstrates creativity in crafting a narrative with a unique perspective on the relationship between the beekeeper and the bees.,,73,7,Llama-2-13B
2,74,,,,,,,,74,9,Llama-2-70B
3,74,,,,,,,,74,9,Llama-2-70B
4,74,,I feel sad for the dog who was ignored!!!,,,,,,74,9,Llama-2-70B
6,74,,,,,,,,74,9,Llama-2-70B
7,74,"The story is authentic in its portrayal of depression and the transformative power of the bond between the narrator and Max, the service dog.",The story evokes empathy by vividly portraying the challenges faced by both the narrator and Max.,"The story is engaging, drawing readers into the narrator's emotional journey and the unique dynamic with Max.","The story provokes a range of emotions, including empathy, compassion, and a sense of hope. The struggles with depression and the heartwarming transformation of both the narrator and Max contribute to an emotionally resonant narrative.","The narrative is moderately complex, focusing on the emotional and transformative aspects of the narrator's journey. ","The story is likely written by a human. It demonstrates an understanding of emotional nuances, and the portrayal of the bond between the narrator and Max reflects a level of empathy and authenticity that aligns with human experiences.",,74,9,Llama-2-70B
2,75,,,,,,,,75,0,Llama-2-13B
3,75,,,,,,,,75,0,Llama-2-13B
4,75,,,,,,,,75,0,Llama-2-13B
6,75,,,,,,,,75,0,Llama-2-13B
7,75,"The story is authentic in its exploration of the emotional struggles of the vampire protagonist, Nova, and the discovery of solace and understanding through the world of video games. ","The story evokes empathy by portraying the emotional turmoil of Nova, the vampire, and LunaLynx as they navigate the challenges of their immortal existence.","The story is engaging, drawing readers into Nova's internal and external conflicts.","The story provokes a range of emotions, including empathy for the characters' loneliness, a sense of connection as they find each other, and hope for a better future. ","The narrative is moderately complex, focusing on the emotional and relational aspects of the vampire characters' lives. ","The story is likely written by a human. It demonstrates a nuanced understanding of emotional depth, empathy, and the human experience, especially in the context of themes like loneliness, connection, and the search for meaning.",,75,0,Llama-2-13B
2,76,,,,,,,,inbrgic,1,Human-Intermediate
3,76,,,,,,,,inbrgic,1,Human-Intermediate
4,76,,,,,,,,inbrgic,1,Human-Intermediate
6,76,,,,,,,,inbrgic,1,Human-Intermediate
7,76,"The story is somewhat authentic in its exploration of an alien's perspective on human dreams, nightmares, and their feeding habits.",The story doesn't heavily evoke empathy as the focus is more on the alien's curiosity about human dreams and nightmares. ,"The story is engaging, capturing the curiosity of an alien encountering human nightmares for the first time.","The story provokes a sense of curiosity and confusion from the alien, Xai, as they encounter the concept of nightmares for the first time.","The narrative is moderately complex, introducing an alien species with unique feeding habits and exploring their encounter with human dreams.","The story is likely written by a human. It effectively explores a creative concept, blending elements of extraterrestrial curiosity and human dreams.",,inbrgic,1,Human-Intermediate
2,77,,,,,,,,77,10,Llama-2-70B
3,77,,,,,,,,77,10,Llama-2-70B
4,77,,,,,,,,77,10,Llama-2-70B
6,77,,,,,,,,77,10,Llama-2-70B
7,77,"The story is moderately authentic in its exploration of the afterlife, challenging traditional perceptions of hell.",The story evokes empathy as it explores the protagonist's initial confusion and eventual acceptance of the unconventional nature of the afterlife.,"The story is engaging, offering a fresh take on the afterlife and captivating the reader with unexpected elements. ","The story provokes emotions such as wonder, gratitude, and a sense of belonging.","The narrative is moderately complex, introducing a unique interpretation of the afterlife and presenting unexpected characters like a concerned demon and a peaceful angel.","The story is likely written by a human. It successfully blends creativity, emotion, and engagement in a way that aligns with human storytelling.",,77,10,Llama-2-70B
2,78,,,,,,,,78,10,Llama-2-13B
3,78,,,,,,,,78,10,Llama-2-13B
4,78,,,,,,,,78,10,Llama-2-13B
6,78,,,,,,,,78,10,Llama-2-13B
7,78,The story is highly authentic in its exploration of self-realization and redemption. ,"The story evokes empathy as it portrays the internal struggle of the protagonist, Peter, who grapples with the realization of his past mistakes.","The story is engaging, drawing the reader into Peter's internal conflict and the dynamic interaction between the angelic figure and the demon.","The story provokes emotions such as guilt, realization, and determination.","The narrative is moderately complex, introducing a twist on the traditional afterlife concept and exploring themes of redemption and self-discovery.","The story is likely written by a human. It effectively integrates emotional depth, moral exploration, and character development, demonstrating a level of creativity and storytelling that aligns with human narrative styles. ",,78,10,Llama-2-13B
2,79,,,,,,,,79,9,Llama-2-7B
3,79,,,,,,,,79,9,Llama-2-7B
4,79,,,,,,,I was really confused about who Ben was as at first I thought he was supposed to be her dog? But then he was the service dog owner?,79,9,Llama-2-7B
6,79,,,,,,,,79,9,Llama-2-7B
7,79,"The story feels authentic, capturing the nuances of depression and the potential connection between humans and animals.","The narrative effectively draws out empathy, particularly through Emma's struggles and the connection formed with both Ben and Max. ","The story is engaging, keeping the reader interested in Emma's journey and the evolving dynamics with Ben and Max.","The story successfully provokes a range of emotions, from sympathy for Emma's plight to concern for Max's well-being.","While the story has depth, the narrative complexity is moderate. The introduction of Max's depression adds a layer, but the resolution is somewhat predictable, keeping it from being highly complex.","The story exhibits a good balance of human-like narrative elements and a touch of complexity, making it somewhat likely to be written by a human author.",,79,9,Llama-2-7B
2,80,The story captures the essence of Lovecraftian horror with the cosmic horror theme and the nonchalant attitude of the gods.,"There's minimal room for empathy as the gods' conversation lacks emotional depth, and the cosmic horror perspective doesn't lend itself well to emotional engagement.","The dialogue-driven format keeps the reader engaged, but the lack of a strong narrative or plot progression may limit the overall engagement level.",The story does not strongly provoke emotions due to its detached and nonchalant tone.,"The narrative is straightforward, relying heavily on dialogue. While it captures the essence of Lovecraftian horror, it lacks intricate plot development or layers of complexity.","The story's style and tone, with its blend of cosmic horror and humor, align with characteristics commonly associated with human writing. ",,j00g05e,3,Human-Novice
3,80,,,,,,,,j00g05e,3,Human-Novice
4,80,,,Fun dialogue.,,,,,j00g05e,3,Human-Novice
6,80,,,,,,,,j00g05e,3,Human-Novice
7,80,,,I thought it very interesting that all the piece is is dialogue???,,,"The dialogue was interesting, but there was no background or story. ",,j00g05e,3,Human-Novice
2,81,The story successfully captures the essence of the centuries-old vampire finding solace in a video game as a substitute for experiencing the day. ,There is a moderate level of empathy as the vampire's longing for the sun and the knight's gesture evoke some sympathy.,"The dialogue is engaging, and the interaction between the characters, combined with the unique perspective of a vampire in a video game, keeps the reader interested.","The story provokes a mix of emotions, including humor, empathy for the vampire's predicament, and a sense of nostalgia tied to the character in the game.","The narrative is moderately complex. While it introduces the vampire's unique perspective and his interaction with the game, it remains relatively simple in terms of plot development.","The story exhibits a blend of humor, character interaction, and a unique perspective that is indicative of human writing.",,j9029yj,0,Human-Advanced
3,81,,,,,,,,j9029yj,0,Human-Advanced
4,81,,,,,,"""He gave me an emote"" sounds like a very human thing to write.",,j9029yj,0,Human-Advanced
6,81,,,,,,,,j9029yj,0,Human-Advanced
7,81,,,Who are they talking to?,,,"There's no background, it's just all dialogue. ",,j9029yj,0,Human-Advanced
2,82,"The story authentically explores the theme of solidarity between mistreated robots and human workers, emphasizing the shared struggle against oppression. ","The narrative successfully evokes empathy, especially in the portrayal of the robots' suffering and the unlikely alliance between Alex and Maya. ","The story is highly engaging, combining elements of societal commentary, interpersonal relationships, and a gripping uprising narrative.","The story elicits a range of emotions, from empathy for the oppressed robots to a sense of triumph during the uprising. ","The narrative is moderately complex, weaving together themes of oppression, friendship, and rebellion. ","The story exhibits a high level of creativity, emotional depth, and nuanced storytelling that aligns with human-authored fiction.",,82,5,Llama-2-70B
3,82,,,,,,,,82,5,Llama-2-70B
4,82,,,,,,,,82,5,Llama-2-70B
6,82,,,,,,,,82,5,Llama-2-70B
7,82,,,,,,,,82,5,Llama-2-70B
2,84,"The story authentically explores the unique relationship between the beekeeper (BK) and the bees, introducing an unexpected twist with the bees requesting an upgrade for their hive.","The narrative successfully evokes empathy, especially as BK grapples with the unexpected request from the intelligent queens. ","The story is highly engaging, blending elements of a symbiotic relationship, unexpected requests, and the challenges of understanding the needs of a species with intelligence.","The story provokes a mix of emotions, including empathy for the bees' needs and BK's internal struggle.","The narrative is moderately complex, introducing unexpected dynamics in the beekeeper-bee relationship.","The story exhibits a high level of creativity, emotional depth, and a nuanced understanding of the symbiotic relationship between BK and the bees.",,84,7,Llama-2-70B
3,84,,,,,,,,84,7,Llama-2-70B
4,84,,,,,,,,84,7,Llama-2-70B
6,84,,,,,,,,84,7,Llama-2-70B
7,84,,,,,,"The usage of ""QB1"" and etc. made me think that this was written by AI.",,84,7,Llama-2-70B
2,85,"The story authentically presents a dystopian setting, capturing the stark contrast between the opulent lives of the rich and the struggles of the poor and robots. ","The narrative successfully evokes empathy by presenting the diverse struggles of Zara, X-12, and Marcus. ","The story is highly engaging, weaving together the lives of humans and robots in a shared struggle against oppression.","The story provokes a range of emotions, from resentment and bitterness to contemplation and desperation.","The narrative is moderately complex, incorporating multiple perspectives and layers of societal commentary.","The story demonstrates a high level of creativity, emotional depth, and a skillful blend of societal commentary.",,85,5,Llama-2-13B
3,85,,,,,,,,85,5,Llama-2-13B
4,85,,,,,,,,85,5,Llama-2-13B
6,85,,,,,,,,85,5,Llama-2-13B
7,85,,,,,,,,85,5,Llama-2-13B
2,86,"The story authentically presents a creative take on the wish-granting concept, introducing humor into the consequences of the Clown's Nose.","The story doesn't strongly evoke empathy, as the tone is more comedic and lighthearted. ","The story is engaging, particularly with the unexpected twist of the wish and the protagonist's acceptance of their new identity.","The story provokes a mix of emotions, including shock, dread, and amusement.","The narrative is moderately complex, incorporating elements of wish fulfillment, unintended consequences, and a humorous twist on familiar characters.","The story displays a creative and imaginative touch, introducing humor into a classic storytelling concept. ",,iqdddxf,4,Human-Advanced
3,86,,,The humor and references to food culture are captivating. ,,,,,iqdddxf,4,Human-Advanced
4,86,,,I laughed!,,,,,iqdddxf,4,Human-Advanced
6,86,,,,,,,,iqdddxf,4,Human-Advanced
7,86,,,,,,,,iqdddxf,4,Human-Advanced
2,87,The story authentically explores a common science fiction trope ��� the alien invasion ��� and adds a twist by initially presenting the aliens as saviors.,"The story successfully evokes empathy for the human plight, from the initial desperation to the elation of being saved, only to face oppression.","The story is highly engaging, weaving a compelling narrative that combines elements of desperation, hope, betrayal, and resilience.","The story provokes a range of emotions, including hope, shock, determination, and ultimately, relief. ","The narrative is moderately complex, incorporating elements of mystery, betrayal, rebellion, and redemption.","The story exhibits a creative approach to a familiar sci-fi theme, blending elements of hope and struggle.",,87,2,Vicuna-33B
3,87,,,,,,,,87,2,Vicuna-33B
4,87,,,,,,,,87,2,Vicuna-33B
6,87,,,,,,,,87,2,Vicuna-33B
7,87,,,,,,,,87,2,Vicuna-33B
2,88,"The story creatively explores the emotional struggles of a centuries-old vampire seeking solace in video games, specifically using them as a way to experience sunlight indirectly.",The story deeply connects the reader to Marcus's yearning for the sun and his subsequent discovery of joy in a virtual paradise.,"The narrative is engaging, especially in its exploration of Marcus's internal conflict and the escapism provided by the video game.","The story provokes emotions such as longing, joy, and a hint of melancholy.","While the narrative is emotionally rich, it doesn't delve into intricate plot twists or multifaceted storytelling.",The story exhibits a creative and emotionally resonant approach to a classic vampire narrative.,,88,0,Llama-2-70B
3,88,,,,,,,,88,0,Llama-2-70B
4,88,,,,,,,,88,0,Llama-2-70B
6,88,,,,,,,,88,0,Llama-2-70B
7,88,,,,,,,,88,0,Llama-2-70B
2,89,"The story delves into the complex emotions surrounding artistic expression, personal expectations, and the challenges of balancing creative integrity with commercial demands. ",The narrative effectively captures the emotional struggle of the protagonist who is torn between disappointment and love for their significant other. ,"The story engages the reader by presenting a relatable scenario, exploring the intricacies of relationships, and revealing the emotional impact of unmet expectations. ","The story evokes a range of emotions, including disappointment, empathy, guilt, and love. ","While the story deals with complex emotions and relationship dynamics, the narrative remains relatively straightforward.",The story demonstrates a nuanced understanding of human emotions and relationships.,,89,13,Llama-2-70B
3,89,,,,,,,,89,13,Llama-2-70B
4,89,,,,,,,,89,13,Llama-2-70B
6,89,,,,,,,,89,13,Llama-2-70B
7,89,,,,,,,,89,13,Llama-2-70B
2,90,"The concept of a familiar book suddenly changing in a surprising and unsettling manner is somewhat unique, adding a touch of authenticity to the story. ","The story lacks a strong emotional connection to the characters or a relatable situation, making it less likely to evoke empathy from the readers.","The sudden twist in the bookstore and the mystery surrounding the changed book add an engaging element to the narrative, prompting readers to wonder about the unexpected turn of events.","The story introduces emotions of shock, terror, and fear, contributing to a moderate emotional impact.","The narrative introduces a unique and unexpected development with the book changing, providing a level of complexity. ","The story shows signs of creativity and a unique twist, making it somewhat likely to be written by a human. ",,iy8oqax,13,Human-Novice
3,90,,,,,,,,iy8oqax,13,Human-Novice
4,90,,,,,,,,iy8oqax,13,Human-Novice
6,90,,,,,,,mismatched prompt and story,iy8oqax,13,Human-Novice
7,90,,,,,,,I don't think that this prompt was supposed to go with this answer.,iy8oqax,13,Human-Novice
2,91,The concept of using voicemails to cope with loneliness in a post-apocalyptic world is intriguing and adds an authentic touch to the story.,"The narrative touches on the protagonist's 20 years of loneliness, creating some empathy for their situation. ",The story maintains engagement by creating a sense of suspense with the protagonist waiting for a new voice after years of solitude. ,"The story blends feelings of loneliness with a comedic twist, provoking a mix of emotions.",The narrative introduces complexity by exploring the protagonist's coping mechanism and the anticipation of a human connection.,"The story exhibits creativity with a unique premise and an unexpected twist, making it more likely to be written by a human.",,j16e68c,6,Human-Intermediate
3,91,,,,,,,,j16e68c,6,Human-Intermediate
4,91,,,,,,,This story gave me a very hearty chuckle.,j16e68c,6,Human-Intermediate
6,91,,,,,,,,j16e68c,6,Human-Intermediate
7,91,,,,,,I think this joke is only something that humans would get or would find funny.,,j16e68c,6,Human-Intermediate
2,92,"The story introduces a compelling blend of existential reflections, emotional struggles, and societal transformations in the aftermath of a cosmic horror encounter. ","The characters' internal conflicts and the collective emotional journey of humanity evoke empathy, particularly as they grapple with the consequences of killing a god.","The narrative weaves a rich tapestry of individual struggles, global shifts, and the exploration of newfound potential, maintaining a high level of engagement. ","The story provokes a range of emotions, including awe, grief, wonder, and pride, as it explores the implications of humanity defeating a cosmic horror.","The narrative is highly complex, incorporating elements of science, faith, survival, and societal transformation. ","The story exhibits a high level of creativity, emotional depth, and narrative complexity, making it more likely to be written by a human.",,92,3,GPT-4
3,92,,,,,,,,92,3,GPT-4
4,92,,,,,,,,92,3,GPT-4
6,92,,,,,,,,92,3,GPT-4
7,92,,,,,,,,92,3,GPT-4
