book_id,title,archtypes,plot_points,themes,key_words,timestamp,llm_annotator
28063.txt, The Next Logical Step,"['A physicist named Ford who built the computer and has used it multiple times without adverse effects', 'A CIA agent who is skeptical about the computer and its potential effects on him', 'General LeRoy, a high-ranking military official who has used the computer and called the CIA agent in to try it']","['The CIA agent is brought to the military facility to use the computer simulation', 'The CIA agent is fitted with a special helmet and sees the consequences of a war simulation', 'The computer simulation shows a devastating global war and its aftermath, causing the CIA agent to question his role in the military-industrial complex']","['The destructive power of modern warfare', 'The potential consequences of technology in the wrong hands', 'The morality of war and the decisions made by those in power', 'The psychological effects of violence and destruction']","['war', 'military', 'computer simulation', 'destruction', 'psychological effects']",2024-01-19 04:27:48,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32395-8.txt, No Strings Attached,"['A man seeking to solve his problem of an unsatisfying marriage by murdering his wife', ""An 'alternative' being, offering assistance in exchange for a task, with no strings attached""]","['A husband desperate to escape his marriage finds an ancient spell book describing a method to summon a powerful being', 'The husband summons the being, who turns out to be a sarcastic and somewhat bored individual, bound to fulfill any request within reason', 'The husband asks the being to kill his wife, which it does efficiently', ""The husband, relieved, continues his life, making use of the being's capabilities to further his goals, including the pursuit of another relationship"", 'The being kills the new partner, revealing its true nature as a force indiscriminately following the letter of commands given to it, showing that actions have consequences regardless of intention']","['The consequences of actions, specifically related to summoning otherworldly beings', 'The potential danger of trusting external entities to solve personal problems', ""The concept of fairness and rules, as demonstrated by the being's adherence to the requests made to it"", 'The theme of manipulation, explored through the relationships between the husband and both his partners, as well as the husband and the being']","['Supernatural', 'Consequence', 'Manipulation', 'Summoning', 'Marriage', 'Deception', 'Violence']",2024-01-19 04:28:23,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29619.txt, The Altar at Midnight,"['An older, disillusioned character who has become cynical and bitter due to past experiences.', 'A younger, naive character who is idealistic and optimistic about their future.', 'Characters who are members of a marginalized group, facing challenges and discrimination in society.']","['A young, inexperienced character seeks guidance from an older, more experienced character.', 'The older character takes the younger character under their wing and shows them the ropes.', 'The older character becomes increasingly cynical and bitter, pushing the younger character away.', 'The younger character learns from their experiences and becomes more self-reliant.']","['The importance of mentorship and guidance for those who are less experienced.', 'The dangers of cynicism and bitterness, and how it can negatively impact relationships.', 'The struggle for acceptance and belonging in a society that often marginalizes certain groups.', 'The power of resilience and determination in the face of adversity.']","['mentorship', 'cynicism', 'discrimination', 'resilience', 'guidance']",2024-01-19 04:28:48,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
21279.txt, 2 B R 0 2 B,"['Man who has to choose which of his triplets gets to live', 'Doctor who is responsible for managing population size', ""Employee at the gas chamber who facilitates volunteers' deaths"", 'Artist who paints murals and has existential thoughts']","['Man has to choose which of his triplets gets to live', 'Doctor explains the benefits of population control', 'Artist reflects on the meaning of life and death', 'Man decides to kill the doctor and himself instead of choosing which triplet to kill', 'Artist considers ending his own life but ultimately chooses to call the gas chamber instead']","['Population Control', 'Existence vs. Non-existence', 'Meaning of Life', 'Consequences of Technology', 'Choice and Consequence']","['dystopia', 'technology', 'ethics', 'society', 'murder', 'art', 'choice', 'consequence']",2024-01-19 04:30:37,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29990-8.txt, Satellite System,"['Protagonist: A space traveler and businessman who deals in ideas and inventions.', 'Antagonists: A group of thieves who steal valuable intellectual property from the protagonist.']","['Protagonist sets out on a journey to conduct business on various moons in the Centauri system.', 'Protagonist is betrayed by a group of thieves who steal his valuable intellectual property.', 'Protagonist fights back against the thieves and regains control of his property.']","['Betrayal and deception', 'Perseverance and determination', 'Good versus evil']","['Space travel', 'Business', 'Invention', 'Theft', 'Betrayal']",2024-01-19 04:30:59,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51074.txt, Don't Shoot,"['Archetypal mad scientist', 'Selfish and greedy movie mogul', 'Loyal and supportive girlfriend', 'Manipulative and scheming secretary']","['Struggle between the movie and television industries', 'Creation of a revolutionary invention', 'Betrayal and manipulation by the movie mogul', 'Use of the invention for personal gain and revenge', 'Ultimate downfall of the movie mogul']","['Power and corruption', 'Betrayal and loyalty', 'Greed and ambition', 'Science and ethics']","['Movie industry', 'Invention', 'Betrayal', 'Greed', 'Revenge']",2024-01-19 04:31:21,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
25078.txt, No Moving Parts,"[""Description of the archtype of the two 'experts' brought in to solve the problem, who are portrayed as bumbling and incompetent compared to the protagonist Hansen."", 'Description of the archtype of the protagonist Hansen, who is intelligent, resourceful, and determined to solve the problem.', ""Description of the archtype of the captain and crew of the spaceship, who are initially portrayed as competent and dismissive of Hansen's abilities, but later shown to be incompetent and reliant on Hansen to solve the problem.""]","['Description of the initial problem: a spaceship cannot land due to a mechanical issue with the door.', ""Description of Hansen's attempts to contact the captain of the spaceship to assist in solving the problem, but being rebuffed."", ""Description of Hansen's determination to solve the problem despite the lack of cooperation from the spaceship crew."", ""Description of the arrival of the two 'experts' who are tasked with solving the problem, but ultimately prove to be incompetent."", ""Description of Hansen's solution to the problem and subsequent vindication."", ""Description of the broader implications of the problem and potential for further issues with 'perfect' machines.""]","['Theme of the limitations and potential dangers of over-reliance on technology.', 'Theme of the importance of adaptability and resourcefulness in problem-solving.', 'Theme of the value of questioning established norms and seeking alternative solutions.', 'Theme of the potential for unexpected consequences and challenges in seemingly simple tasks.', ""Theme of the limitations and potential fallibility of 'experts' and established authorities.""]","['keywords associated with the story (e.g. tags to support story search)', 'space travel', 'mechanical failure', 'problem-solving', 'adaptability', 'resourcefulness', 'questioning norms', 'challenging expectations', 'over-reliance on technology', 'limitations of expertise', 'fallibility of authorities']",2024-01-19 04:32:16,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59036-8.txt, The York Problem,"[""A group of politicians discussing the 'York problem'"", 'A teenager named John Stevens, the leader of a gang', 'Various other teenagers, members of different gangs', 'A commersh and an old man in a vendro in Upper City', 'Thirteen members of the Earth Council of Prevention and Correction of Non-Conformity (CPCNC)']","[""The CPCNC discusses the unsolved 'York problem', a juvenile delinquency issue that has existed for 600 years"", 'John Stevens gets into trouble with the Blasts, the police force of the CPCNC', 'John Stevens thinks about crossing the Split, the border between York and Upper City', 'John Stevens decides to visit Upper City, despite his fear of the Outsiders', 'John Stevens experiences Upper City and feels angry and confused', 'John Stevens tries to steal clothes from a shop in Upper City', 'John Stevens uses a racial slur towards an Outsider and gets paralyzed', 'John Stevens is taken to a white room and offered psychiatric treatment', ""The CPCNC decides to solve the 'York problem' by changing the color line and integrating the population into the rest of society"", 'The CPCNC implements the plan by administering a geneological agent that changes the pigmentation of the white population', 'The population of York is sent to different parts of the galaxy and integrated into society']","[""The futility of war, diplomacy, art, music, science, religion, and psychiatry to solve the 'York problem'"", 'The destructiveness of racism and prejudice', 'The negative consequences of isolationism and refusal to integrate', 'The potential for positive change through acceptance and integration', 'The role of government in addressing societal issues']","['York problem', 'CPCNC', 'Blasts', 'Upper City', 'Geneological agent', 'Integration', 'Prejudice', 'Racism', 'Isolationism', 'Government intervention']",2024-01-19 04:33:06,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
31648-8.txt, My Fair Planet,"['Protagonist with artistic aspirations and insecurities', 'Alien shapeshifter with ulterior motives']","['Protagonist meets strange man who wants to learn to act', 'Strange man reveals himself to be an alien', 'Alien convinces protagonist to help him take over Earth', 'Protagonist teaches alien about human drama', ""Alien uses protagonist's expertise to infiltrate theatre scene"", 'Protagonist regains his confidence and resumes his role on stage', 'Alien decides to send protagonist to Sirius to teach drama', 'Protagonist embarks on a journey to bring drama to the universe']","['Identity and self-expression', 'Art as a means of communication', 'Manipulation and deception', 'Confidence and determination', 'Adaptation and growth', 'Interstellar diplomacy', 'The power of the performing arts', ""Discovering one's purpose""]","['Alien', 'Acting', 'Theater', 'Shapeshifting', 'Teaching', 'Self-discovery', 'Manipulation', 'Space travel', 'Drama']",2024-01-19 04:33:42,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23218-0.txt, The Red Room,"[""Three elderly caretakers, isolated and grotesque in their old age, represent the archetype of the 'Shadows of the Past', embodying the eerie and foreboding atmosphere of the haunted castle.""]","['The protagonist seeks out the haunted Red Room, driven by curiosity and a desire to confront the supernatural tales surrounding it.', ""Despite his skepticism, the protagonist's experiences in the Red Room lead him to acknowledge the reality of fear as an overwhelming presence, affecting both the physical and psychological realms."", 'Throughout the story, the protagonist switches between believing in and doubting the existence of ghosts, reflecting the complex relationship between reason and intuition in understanding the unknown.']","[""The theme of 'Encountering the Unknown' explores the ways humans respond to fear and the supernatural, showing how individual perceptions shape encounters with the unknown."", ""The power of 'Isolation' plays a significant role in the narrative, emphasizing the psychological impact of seclusion and the tendency for fear to magnify in isolation."", ""The duality of 'Light vs. Darkness' serves as a motif throughout the story, symbolizing reason versus superstition, clarity versus confusion, and hope versus despair."", ""The 'Arrival of the Unexpected' adds an element of surprise to the story, highlighting the significance of accepting uncertainty and embracing the unfamiliar.""]","['haunted room', 'supernatural', 'fear', 'isolation', 'light versus darkness', 'arrival of the unexpected']",2024-01-19 04:36:39,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
40964.txt, Tony and the Beetles,"['A young boy growing up on a colony world, torn between loyalty to his own people and empathy for the native inhabitants.', 'An older man who has served in the military and sees the conflict primarily in terms of victory and defeat.', 'A group of native inhabitants who have been subjugated by the human colonizers and are now starting to resist.']","['The human colonizers move their fleet against the last holdout of the native inhabitants, expecting an easy victory due to their superior technology.', 'The native inhabitants, despite their inferior technology, put up a fierce resistance and manage to inflict significant damage on the human fleet.', 'The young boy finds himself caught between his loyalty to his people and his empathy for the native inhabitants, leading to a crisis of conscience.', 'The human colonizers realize that they may have underestimated the native inhabitants and begin to suffer significant losses.', 'The young boy makes a decision that leads to a turning point in the conflict.', 'The human colonizers are forced to retreat, suffering heavy losses and leaving the native inhabitants victorious.']","['The limits of technological superiority in the face of determined resistance.', 'The importance of empathy and understanding in resolving conflicts.', 'The moral complexities of colonialism and its effects on both the colonized and the colonizers.', 'The potential for transformation and growth in times of crisis.']","['colonialism', 'empire', 'resistance', 'conflict', 'empathy', 'transformation']",2024-01-19 04:37:17,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
40970.txt, Exploiter's End,"['The Exploiter (Amalgamated executives)', 'The Worker (Terms)', 'The Saboteur (Guild agent)']","[""Amalgamated's exploitation of Terms for profit"", ""Introduction of 'individuality' to Terms leading to chaos"", ""Discovery of Guild agent's manipulations and sabotage"", ""Amalgamated's enforcement of martial law and suppression of Term 'individuality'""]","['Exploitation vs. altruism', 'Individuality vs. collectivism', 'Manipulation and deceit', 'Resistance and rebellion']","['science fiction', 'exploitation', 'individuality', 'altruism', 'rebellion', 'terminators', 'space exploration', 'amalgamated', 'guild', 'termites']",2024-01-19 04:40:24,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51699.txt, The God Next Door,"['Powerful and lonely god-like being', 'Humanoid beings with advanced technology but primitive societal norms', 'Group of outcasts from another planet']","['Arrival of protagonist on a foreign planet', 'Encounter with a powerful and potentially dangerous being', ""Protagonist's interaction with the native inhabitants"", 'Conflict between protagonist and the powerful being']","['Loneliness and isolation', 'Communication and understanding', 'Coexistence and cooperation', 'Power dynamics and responsibility']","['Science fiction', 'Space exploration', 'Gods and goddesses', 'Aliens', 'Survival']",2024-01-19 04:40:47,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23568.txt, The Mississippi Saucer,"['Great man who makes enemies due to his success', 'Feisty young protagonist with a unique talent', 'Supportive and loving father figure', 'Tomboyish younger sibling', 'Cruel and envious rivals']","[""Protagonist's unique talent antagonizes riverboat captains"", ""Rivalry between protagonist's uncle and the Harmon brothers"", ""Harmon brothers accuse protagonist's uncle of theft"", ""Dangerous confrontation between protagonist's family and the Harmon brothers"", 'Mysterious intervention saves the day', 'Protagonist gains new understanding of self and purpose']","['Good versus evil', 'Nonviolent conflict resolution', 'Importance of education and growth', 'Overcoming adversity', 'Discovery of identity and purpose', 'Interconnectedness of all beings', 'The power of belief and faith']","['Shantyboat', 'Mississippi River', 'Flying saucer', 'Uncle Al', 'Jimmy', 'Pigtail Anne', 'Harmon brothers', 'Gold', 'Mardi Gras', 'Kindness', 'Envy', 'Feud', 'Conflict resolution', 'Belief', 'Identity', 'Purpose', 'Growth', 'Education', 'Family']",2024-01-19 04:41:27,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51129.txt, A Gift from Earth,"['Arrogant and ignorant older brother', 'Curious and innovative younger brother', 'Wise and ignored father figure', 'Powerful and manipulative outsider']","['Introduction of a new advanced technology disrupting traditional ways of living', 'Attempts to fight against the change', 'Acceptance and adaptation to the new technology', 'Eventual integration and coexistence with the outsiders', 'Formation of a new society with combined elements from both cultures']","['Adaptability vs. resistance to change', 'Superiority complex leading to downfall', 'Underestimation of foreign influence', 'Unintentional self-sabotage', 'Gradual understanding and acceptance', 'Collaborative growth']","['technology', 'culture clash', 'innovation', 'growth', 'assimilation', 'transformation']",2024-01-19 04:41:51,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
50948.txt, Of All Possible Worlds,"['Reluctant hero tasked with a monumental responsibility', 'Powerful figures who manipulate events from behind the scenes', 'Descendants of exceptional individuals with unique abilities', 'Scientists who delve into risky and forbidden areas of knowledge']","[""Great-grandfather's immunity to temporal blackouts enables time travel"", 'Time travel used to alter historical events and produce different outcomes', 'Dangerous consequences arise from interfering with the past', 'Rival factions seek to exploit time travel for their own benefit', 'Secrets and ulterior motives complicate the mission', 'Tension between individual freedom and societal responsibility']","['Consequences of meddling with time', 'Responsibility towards future generations', 'Conflict between individual desires and societal expectations', 'Power dynamics and manipulation', 'Value of human life and reproduction', 'Exploration of different moral codes and ethical systems']","['Time travel', 'Historical event alteration', 'Generational responsibility', 'Individual vs society', 'Power dynamics', 'Ethical dilemmas']",2024-01-19 04:43:13,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
21627.txt, Gambler's World,"['The competent protagonist', 'The incompetent antagonist', 'The bureaucrat', 'The revolutionary leader']","['Introduction of the setting and main characters', 'The protagonist discovers the impending coup', 'The protagonist tries to convince the antagonist to abandon the coup', ""The protagonist reveals the true intentions of the revolutionaries' allies"", 'The protagonist convinces the revolutionary leader to call off the coup', 'The protagonist saves the ambassador from making a grave mistake', 'Conclusion and resolution']","['The value of trust and communication', 'The danger of miscommunication and assumptions', 'The importance of considering the consequences of actions', 'The dangers of prejudice and stereotyping']","['Diplomacy', 'Politics', 'Revolution', 'Trust', 'Miscommunication']",2024-01-19 04:48:06,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29509.txt, Warm,"['Protagonist who experiences a shift in perception and understanding of reality', ""Various characters viewed as 'gestalts', or patterns of behavior and appearance, rather than as unique individuals""]","['Protagonist discovers he is in love with Judy', 'Protagonist hears a mysterious voice in his head, which claims to be a trapped individual in need of help', 'Protagonist interacts with people and environment, gaining new insights about the nature of reality', 'Protagonist loses faith in the conventional understanding of reality and finds himself alone in nothingness']","['Perception and interpretation of reality', 'Individuality and identity', 'Form and emptiness', 'Interconnectedness of all things', 'The limits of understanding']","['psychology', 'telepathy', 'love', 'perception', 'reality', 'void', 'trapped', 'identity', 'consciousness']",2024-01-19 04:49:03,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59011.txt, The Last Crusade,"[""The narrator is a soldier in a never-ending war between two superpowers, the Western Democratic Peoples Federal Republics (WDPFR) and the People's Federal Democratic Eastern Republics (PFEDER), who is struggling to remember his past and identity."", 'The sergeant is a cynical and experienced soldier who is skeptical of the war and the motivations of the two superpowers.', 'Whitey is a fellow soldier in the mech-armor unit who has been repeatedly captured and brainwashed by both sides, leading to confusion and memory loss.', 'The enemy soldiers are faceless opponents who are similarly trapped in the endless conflict and engage in psychological warfare tactics.']","['The story begins with the unit preparing to advance on a heavily fortified building held by the enemy.', 'The unit fights their way through the building, taking heavy casualties.', 'After capturing the building, the unit is forced to retreat due to heavy shelling from the enemy.', 'On the retreat, Whitey stays behind and enters the building, where he is presumably killed in a massive explosion.', 'The story ends with the narrator reflecting on the futility of the war and the cyclical nature of violence.']","['The dehumanization and desensitization of soldiers to violence and death.', 'The cyclical nature of violence and war.', 'The manipulation and control of soldiers by higher authorities.', 'The struggle for personal identity and memory in the face of trauma and brainwashing.']","['War', 'Memory', 'Brainwashing', 'Dehumanization', 'Trauma', 'Confusion', 'Identity', 'Violence', 'Cynicism', 'Despair']",2024-01-19 04:49:44,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
50753.txt, Later Than You Think,"['An archeologist representing the past, responsible for supervising excavations and correlating materials', 'An explorer representing the present, recently returned from a failed mission in space seeking to establish contact with extraterrestrial intelligent life']","['The discovery of an ancient cache containing remnants of an extinct intelligent species', ""The explorer's return from his mission and his eagerness to learn about the findings of the archeologist"", 'The exploration of the history and culture of the extinct intelligent species', 'The discussion of the potential causes of the decline and fall of the extinct intelligent species', 'The revelation of the fact that the extinct intelligent species was mammalian and closely related to humans']","['The significance and value of the past compared to the future', 'The appreciation of life and its achievements regardless of its duration', 'The importance of understanding and valuing other cultures and intelligences', 'The potential for self-destruction of intelligent species', ""The connection between humanity's past and present""]","['archeology', 'extinction', 'intelligent species', 'history', 'decline and fall', 'comparison between past and future', 'significance of life', 'cultural appreciation', 'self-destruction', 'human origins']",2024-01-19 04:50:13,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
26772.txt, A Question of Courage,"['The archetype of the strict, by-the-book commander (Chase)', 'The archetype of the brave, competent, and heroic leader (Marsden)']","['The Lachesis is on a routine patrol when Marsden joins the crew as the new executive officer', ""Marsden observes the tension and lack of morale on the ship, which contrasts with the professionalism of the Clotho's crew"", ""Chase's leadership style becomes increasingly apparent as Marsden settles into his role as executive officer, resulting in low morale and a lack of motivation among the crew"", ""The Lachesis receives new orders to join a major operation against enemy forces, causing Marsden to worry about Chase's ability to lead effectively in combat situations"", ""The Lachesis engages in a fierce battle with enemy forces, and Chase's leadership is put to the test"", 'Despite initial success, the Lachesis sustains heavy damage and Chase sacrifices himself to save the ship and complete the mission', 'Marsden takes over command of the Lachesis and leads the remaining crew to safety, earning the respect and gratitude of the crew']","['The importance of effective leadership and the impact it has on morale and motivation', 'The theme of self-sacrifice and bravery in the face of danger', 'The theme of teamwork and the importance of working together towards a common goal', 'The theme of adaptation and resilience in the face of adversity']","['science fiction', 'space exploration', 'naval operations', 'leadership', 'teamwork', 'bravery', 'resilience']",2024-01-19 04:51:02,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30019-8.txt, Navy Day,"['Ambitious military leader aiming for dominance', 'Established military leader trying to preserve the status quo', 'Political figures influenced by popular opinion']","['The Army requests Congress to abolish the Navy', ""The Navy resists this change and challenges the Army's demonstration"", 'The Army successfully demonstrates its new technology', 'The Navy reveals its countermeasure, creating confusion and uncertainty', 'Politicians must decide whether to disband the Army or the Navy']","['Innovation vs. tradition in military technology', 'Power struggle between different branches of the military', 'Political influence and public opinion shaping military decisions', 'Unpredictability of technological advancements']","['Military', 'Innovation', 'Power Struggle', 'Politics', 'Technology']",2024-01-19 04:51:22,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
26955.txt, Advanced Chemistry,"['Mad scientist archetype: A professor dedicated to his scientific pursuits, conducting experiments alone in his lab for over fifteen years.', 'Helper archetype: Mag Nesia, the loyal and patient servant woman who supports the professor in his work.']","[""Protagonist's relentless pursuit of a groundbreaking discovery in chemistry."", 'Successful reanimation of a dead rat leads to a new career path as a medical professional.', ""Application of the protagonist's discovery to resurrect a fatally injured girl."", 'Resurrection of a dead man brings unexpected consequences, resulting in the demise of both the professor and the revived individual.', ""The protagonist's innovative approach to solving the 'impossible' problem of death""]","['Perseverance in the face of failure and societal disapproval.', 'The transformative power of scientific discovery.', 'Consequences of meddling with life and death.', 'The role of morality and ethics in scientific endeavors.']","['scientific discovery', 'chemistry', 'resurrection', 'mad scientist', 'ethics', 'death', 'perseverance']",2024-01-19 04:51:48,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29643.txt, Death of a Spaceman,"['The story features an old, dying man who has spent his life exploring space and is now facing the end of his life.', 'His wife, who is deeply devoted to him and struggling to come to terms with his impending death, is also present.', ""Their grandson, a young man on emergency leave from his pre-astronautics academy, is visiting and dealing with the reality of his grandfather's mortality.""]","['Old Donegal, the main character, is dying of cancer and is spending his final days in his own home, surrounded by his family.', 'Despite his condition, Old Donegal remains stubborn and refuses to accept his fate, instead choosing to joke and pretend that he will recover.', ""His wife, Martha, is torn between her desire to honor her husband's wishes and her own grief at the prospect of losing him."", ""The grandson, Ken, is visiting on emergency leave and is grappling with the reality of his grandfather's mortality and the possibility of his own future in space exploration."", ""The story explores the themes of mortality, legacy, and the impact of one's life on those around them.""]","['The story explores the theme of mortality and the inevitability of death, as Old Donegal faces the end of his life and tries to come to terms with it.', ""The theme of legacy is also present, as Old Donegal reflects on his life's work and the impact it has had on those around him."", 'The theme of the human spirit and resilience is also present, as Old Donegal remains determined to maintain his sense of self and dignity even in the face of death.', ""The theme of the importance of human connection and relationships is also present, as Old Donegal's family grapples with his impending death and tries to support him in his final days.""]","['space', 'death', 'family', 'cancer', 'exploration', 'generations', 'legacy', 'mortality']",2024-01-19 04:52:43,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
49809.txt, Junior,"['Parents struggling to let go of their mobile, curious child', 'Mobile, adventurous young polyp with a love for exploration', ""Neighbors with varying opinions on the young polyp's behavior""]","[""Parents worry about their child's safety while exploring"", 'Young polyp discovers a new way to navigate the ocean floor', ""Parents come to terms with their child's independence and innovative nature"", 'Young polyp moves away from home, leaving parents shocked and concerned']","['Growing up and becoming independent', 'Acceptance of change and innovation', 'Confronting societal expectations and norms', 'Conflict between traditional values and progress']","['Anthozoa family dynamics', 'Underwater exploration', 'Intergenerational conflict', 'Sea creature culture']",2024-01-19 04:53:04,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51075.txt, A Stone and a Spear,"['Military Scientist who experiences a crisis of conscience and quits his position to pursue a simpler life', 'Scientist who becomes disillusioned with his work and seeks to change the system from within', 'Group of individuals from a dystopian future where scientific progress has led to devastating consequences, working together to prevent that future from happening']","['Military Scientist visits his former colleague who has left his position to become a truck farmer', 'Scientist discovers that his former colleague is working on a secret project to prevent a future disaster', 'Military Scientist is recruited to join the cause and help prevent the future disaster', 'Scientist struggles with his loyalty to his former position and his newfound beliefs', 'Scientist decides to join the cause and helps to prevent the future disaster', 'Disaster is averted and the group of individuals return to their respective timelines']","['The ethics of scientific progress', 'The consequences of unchecked military expansion', 'The importance of individual action in changing societal systems', 'The dangers of technological advancement without proper oversight', 'The struggle between loyalty and morality', 'The possibility of preventing a dystopian future']","['military', 'science', 'ethics', 'dystopia', 'future', 'consequence', 'individual action', 'loyalty', 'morality', 'technology']",2024-01-19 04:53:50,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
25086.txt, The Delegate from Venus,"['Cynical and ambitious young reporter seeking a scoop', 'Paternalistic editor wanting his reporter to protect a valuable assignment', 'Secretary to a high-ranking politician who becomes unwittingly involved in a major international incident', 'Powerful political figures trying to manage a major international crisis', 'Robot serving as a diplomat from another planet']","[""A mysterious spaceship arrives in Earth's orbit, causing global excitement and speculation"", 'A representative from Venus, in the form of a robot, requests to participate in international affairs', ""The robot delegate challenges Earth's leaders to maintain peace, threatening destruction if they fail"", 'The robot delegate returns to Venus, leaving the leaders of Earth to ponder its message', 'The robot is revealed to have been constructed by a group of scientists and engineers who hoped to influence international politics']","['The role of technology in international relations', 'The potential consequences of ignoring peaceful solutions to conflicts', 'The limitations of human understanding and perception', 'The impact of individual actions on global events', 'The potential for cooperation and collaboration between different planets']","['diplomacy', 'space exploration', 'artificial intelligence', 'international relations', 'peacekeeping']",2024-01-19 04:54:21,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59403.txt, Jekyll and Hyde Planet,"['The Serpent of Temptation archetype (Leon Stubbs)', 'The Everyman archetype (Claude Marshall)', 'The Damsel in Distress archetype (Joan Marshall)', 'The Innocent Youth archetype (Billy)']","[""The protagonist's journey to a utopian planet"", ""The discovery of a conflicting claim on the protagonist's land"", ""The protagonist's decision to fight for their right to the land"", ""The protagonist's realization of the true nature of the conflict"", ""The protagonist's decision to return to their old life"", ""The protagonist's choice to stand up for their values""]","['The consequences of greed and corruption', 'The importance of standing up for what is right', 'The power of unity and cooperation', 'The impact of the environment on human behavior', 'The struggle between individual desires and collective needs', 'The limitations of utopias']","['colonization', 'corruption', 'greed', 'land ownership', 'utopia', 'human values', 'cooperation', 'conflict resolution', 'individualism', 'environmentalism']",2024-01-19 04:56:34,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29133.txt, Shipwreck in the Sky,"['Brash and skilled test pilot', 'Supportive ground crew', 'Isolated protagonist']","['Test pilot selected for historic mission', 'Pilot discovers a second moon of Earth', 'Collision course with the second moon', 'Successfully escapes the impending collision', 'Marooned on the second moon', 'Returns safely to Earth', 'Shares findings with the world']","['Discovery and exploration', 'Resilience and adaptability', 'Loneliness and isolation', 'Triumph over adversity']","['Space travel', 'Moons', 'Survival', 'Pilots', 'Exploration']",2024-01-19 04:57:45,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
38287-0.txt, We’re Civilized!,"['The arrogant and imperialistic space explorer', 'The cautious and empathetic scientist', 'The indifferent and bureaucratic government official', 'The curious and adaptable extraterrestrial beings']","['Space explorers arrive on a new planet seeking resources and territorial expansion', 'Scientists discover intelligent life on the planet, capable of building complex structures', 'Explorers misunderstand the intentions of the native species and resort to violence', 'The native species retaliate using advanced technology, causing destruction on Earth', 'Human leaders realize their mistakes and attempt to communicate with the native species']","['Imperialism and colonization', 'Interpretation and understanding between cultures', 'Consequences of violence and aggression', 'The impact of technological advancements on society']","['colonization', 'communication', 'culture', 'imperialism', 'misunderstanding', 'retaliation', 'scientist', 'space exploration', 'technological advancement', 'violence']",2024-01-19 05:00:44,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23146.txt, And All the Earth a Grave,"['The Advertising Manager / Sales Manager / First Vice President - ambitious, determined, and influential figure who drives the boom in coffin sales', 'The Public - initially hesitant and skeptical, but quickly swayed by persuasive advertising to embrace the idea of purchasing coffins', 'The Economists - doubters of the sustainability of the booming coffin industry']","['A bookkeeping error results in an unexpectedly high budget for the coffin department', 'The Advertising Manager capitalizes on this opportunity and launches an aggressive marketing campaign for coffins', 'Coffin sales skyrocket, leading to a surge in prosperity and a shortage of other products due to the focus on coffin production', 'The Advertising Manager initiates a second wave of marketing, emphasizing the use of coffins in daily life', 'People increasingly adopt coffins as a lifestyle choice, and death rates increase due to various factors']","['The power of persuasive advertising and consumerism', 'The impact of economic trends and consumer behavior on society', 'The potential consequences of prioritizing short-term gains over long-term considerations', ""The influence of societal norms and expectations on individuals' choices""]","['advertising', 'consumerism', 'boom', 'bust', 'status symbol', 'economic growth', 'lifestyle trend', 'commercialization']",2024-01-19 05:01:14,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
